Title,Authors,Year,Subcategory (ai task),Category (section),Approach (ai),Data modality,Url,Abstract,Venue name,Search keyword,Research problem,Bee demographic,Research demographic,Bee_country,Bee_iso,Research_country,Research_iso,Country,Iso_code,Collection time,Approach group
A CNN-Based Identification of Honeybees' Infection Using Augmentation,Kaur et al.,2022,Classification,Varroa & Disease Detection — Varroa Infection Classification with DCGAN Augmentation,"CLAHE preprocessing + DCGAN (synthetic image generation) + custom 5-layer CNN. Augmentation pipeline: geometric transforms + DCGAN on 100–200 base images → up to 10,000 samples. Best F1: 99.9% at 8,000–10,000 samples.",Image,https://ieeexplore.ieee.org/document/9988275,"Honeybees are one of the most important pollinators and crucial for our survival on earth. In recent years, bee colonies have been under continuous threat of the parasitic mite varroa destructor. Designing an efficient system to detect varroa infestation has been a formidable challenge and a topic of intense inter-est among academics. To develop a robust deep neural network classification model, high-quality and comprehensive image data is required. Collecting and preparing such data is laborious, time-consuming and expensive in a beehive environment. This study presents a computer vision-based method for classifying infected and healthy honeybees, considering imprecise and insufficient visual data. As a remedy, picture contrast enhancement and GAN-based image data augmentation techniques are applied to optimise data quantity and quality, consecutively. The binary classification is performed using an optimised CNN method. The image enhancement technique not only improved the sharpness of the image but also boosted the CNN classifier performance. The optimised CNN performance improved significantly with GAN-based augmented data compared to both original and conventionally augmented data. Experimental results of the proposed model demonstrate encouraging results for identifying varroa mites on images which paves the way for future beehive monitoring systems.",,cnn-based individual identification and tracking bee,Parasite detection in honey bee colony,-,New Zealand,,,New Zealand,NZL,New Zealand,NZL,2022,CNN & Variants
Artificial Intelligence versus Natural Selection: Using Computer Vision Techniques to Classify Bees and Bee Mimics,"Bhuiyan, Carney & Chellappan",2022,Classification,Species & Subspecies Classification — Bee vs Mimic Insect Classification,"ResNet-101 (binary: bumblebee vs non-bumble) + VGG-16 (broader: bee vs other insects). Class Activation Mapping (CAM) analysis. Training: 1,554 bumblebee + 1,475 non-bumble images. Grayscale augmentation for robustness. 90% balanced accuracy.",Image,https://www.sciencedirect.com/science/article/pii/S2589004222011968,"Many groups of stingless insects have independently evolved mimicry of bees to fool would-be predators. To investigate this mimicry, we trained artificial intelligence (AI) algorithms—specifically, computer vision—to classify citizen scientist images of bees, bumble bees, and diverse bee mimics. For detecting bees and bumble bees, our models achieved accuracies of and , respectively. As a proxy for a natural predator, our models were poorest in detecting bee mimics that exhibit both aggressive and defensive mimicry. Using the explainable AI method of class activation maps, we validated that our models learn from appropriate components within the image, which in turn provided anatomical insights. Our t-SNE plot yielded perfect within-group clustering, as well as between-group clustering that grossly replicated the phylogeny. Ultimately, the transdisciplinary approaches herein can enhance global citizen science efforts as well as investigations of mimicry and morphology of bees and other insects.",Cell Press,Honey Bee artificial intelligence,Image classification,-,United States,,,United States,USA,United States,USA,2022,CNN & Variants
Automated Monitoring of Honey Bees with Barcodes and Artificial Intelligence Reveals Two Distinct Social Networks from a Single Affiliative Behavior,Gernat et al.,2022,Monitoring and Predictive Health Analytics,Waggle Dance & Social Behaviour — Monitoring and Predictive Health Analytics,Dense barcode tracking (BeesBook CNN decoder) + dedicated trophallaxis CNN detector. CNN reduces trophallaxis detection error by 11% and boosts sensitivity 67% over prior detector. Reveals two distinct social networks from trophallaxis events.,Video,https://www.nature.com/articles/s41598-022-26825-4,"Barcode-based tracking of individuals is revolutionizing animal behavior studies, but further progress hinges on whether in addition to determining an individual’s location, specific behaviors can be identified and monitored. We achieve this goal using information from the barcodes to identify tightly bounded image regions that potentially show the behavior of interest. These image regions are then analyzed with convolutional neural networks to verify that the behavior occurred. When applied to a challenging test case, detecting social liquid transfer (trophallaxis) in the honey bee hive, this approach yielded a 67% higher sensitivity and an 11% lower error rate than the best detector for honey bee trophallaxis so far. We were furthermore able to automatically detect whether a bee donates or receives liquid, which previously required manual observations. By applying our trophallaxis detector to recordings from three honey bee colonies and performing simulations, we discovered that liquid exchanges among bees generate two distinct social networks with different transmission capabilities. Finally, we demonstrate that our approach generalizes to detecting other specific behaviors. We envision that its broad application will enable automatic, high-resolution behavioral studies that address a broad range of previously intractable questions in evolutionary biology, ethology, neuroscience, and molecular biology.",Scientific Reports,Honey Bee artificial intelligence,Bee detection and classification,-,-,,,,,,,2023,CNN & Variants
Automated Video Monitoring of Unmarked and Marked Honey Bees at the Hive Entrance,Rodriguez et al.,2022,Tracking & Pose Estimation,Hive Entrance & Traffic Monitoring — Pose-Based Entrance Tracking and Pollen Classification,VGG-19 backbone → two parallel pose detection heads (confidence maps + part-affinity fields for 5 body keypoints) + Hungarian algorithm (trajectory linking) + pollen-load classifier + barcode ID module. Outperforms YOLOv3 on pose accuracy and pollen classification.,Video,https://www.frontiersin.org/articles/10.3389/fcomp.2021.769338/full,"We present a novel system for the automatic video monitoring of honey bee foraging activity at the hive entrance. This monitoring system is built upon convolutional neural networks that perform multiple animal pose estimation without the need for marking. This precise detection of honey bee body parts is a key element of the system to provide detection of entrance and exit events at the entrance of the hive including accurate pollen detection. A detailed evaluation of the quality of the detection and a study of the effect of the parameters are presented. The complete system also integrates identification of barcode marked bees, which enables the monitoring at both aggregate and individual levels. The results obtained on multiple days of video recordings show the applicability of the approach for large-scale deployment. This is an important step forward for the understanding of complex behaviors exhibited by honey bees and the automatic assessment of colony health.",,Honey Bee artificial intelligence,"Bee pose detection, tagging and tracking bees with help of Barcode, foraging event
detection and classification (entrance/exit, presence of pollen)",Puerto Rico,Puerto Rico,Puerto Rico,PRI,Puerto Rico,PRI,Puerto Rico,PRI,2017,CNN & Variants
Automatic Honey Bee Queen Presence Detection on Beehive Frames Using Machine Learning,Marquis et al.,2022,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Monitoring and Predictive Health Analytics,Two-pipeline comparison: (1) HOG + PCA + binary SVM (traditional ML); (2) LeNet-5-style CNN (deep learning). CNN achieves higher accuracy; HOG-PCA-SVM attractive for low-resource environments. Both distinguish queen vs worker on frame photographs.,Image,https://link.springer.com/chapter/10.1007/978-981-16-8129-5_125,"A honey bee queen plays a vital role in a bee colony. Thus, locating it in a beehive frame is one of the important tasks performed by the beekeepers. However, searching for the queen bee with the naked eye is time consuming and its effectiveness largely depends on the visual acuity of the beekeeper. Therefore, we propose two methods to automate this task using machine learning techniques. One of them is deep learning-based while the other is based on a classical method. We evaluated both methods and the obtained results are promising and highlight their efficiency.","International Conference on Robotics, Vision, Signal Processing and Power Applications:",neural network honeybees,Detection of the Queen presence,-,Canada,,,Canada,CAN,Canada,CAN,-,CNN & Variants
Deep Learning Beehive Monitoring System for Early Detection of the Varroa Mite,"Voudiotis, Moraiti & Kontogiannis",2022,Detection,Varroa & Disease Detection — Deep Learning Varroa Mite Detection at Entrance,"R-CNN framework with MobileNet V2/V3, ResNet-50, and EfficientNet backbones compared. Detection accuracy ~70% — acknowledged by authors as needing improvement for reliable field deployment.",Image,https://www.mdpi.com/2624-6120/3/3/30,"One of the most critical causes of colony collapse disorder in beekeeping is caused by the Varroa mite. This paper presents an embedded camera module supported by a deep learning algorithm for the process of early detecting of Varroa infestations. This is achieved using a deep learning algorithm that tries to identify bees inside the brood frames carrying the mite in real-time. The end-node device camera module is placed inside the brood box. It is equipped with offline detection in remote areas of limited network coverage or online imagery data transmission and mite detection over the cloud. The proposed deep learning algorithm uses a deep learning network for bee object detection and an image processing step to identify the mite on the previously detected objects. Finally, the authors present their proof of concept experimentation of their approach that can offer a total bee and varroa detection accuracy of close to 70%. The authors present in detail and discuss their experimental results.",signals,bees and artificial intelligence,bee detection and mite identification on the previously detected bee,-,Greece,,,Greece,GRC,Greece,GRC,2022,CNN & Variants
DeepWings©: Automatic Wing Geometric Morphometrics Classification of Honey Bee Subspecies Using Deep Learning for Detecting Landmarks,Knauer et al.,2022,Classification,Species & Subspecies Classification — Automated Wing Landmark Detection for Subspecies ID,"U-Net (semantic segmentation → 19 forewing landmark detection, replacing manual annotation) + SVM (subspecies classification). MobileNet backbone. Inception-ResNet V2 comparison. 0.98+ F1 for all 7 subspecies.",Image,https://www.mdpi.com/2504-2289/6/3/70,"Honey bee classification by wing geometric morphometrics entails the first step of manual annotation of 19 landmarks in the forewing vein junctions. This is a time-consuming and error-prone endeavor, with implications for classification accuracy. Herein, we developed a software called DeepWings© that overcomes this constraint in wing geometric morphometrics classification by automatically detecting the 19 landmarks on digital images of the right forewing. We used a database containing 7634 forewing images, including 1864 analyzed by F. Ruttner in the original delineation of 26 honey bee subspecies, to tune a convolutional neural network as a wing detector, a deep learning U-Net as a landmarks segmenter, and a support vector machine as a subspecies classifier. The implemented MobileNet wing detector was able to achieve a mAP of 0.975 and the landmarks segmenter was able to detect the 19 landmarks with 91.8% accuracy, with an average positional precision of 0.943 resemblance to manually annotated landmarks. The subspecies classifier, in turn, presented an average accuracy of 86.6% for 26 subspecies and 95.8% for a subset of five important subspecies. The final implementation of the system showed good speed performance, requiring only 14 s to process 10 images. DeepWings© is very user-friendly and is the first fully automated software, offered as a free Web service, for honey bee classification from wing geometric morphometrics. DeepWings© can be used for honey bee breeding, conservation, and even scientific purposes as it provides the coordinates of the landmarks in excel format, facilitating the work of research teams using classical identification approaches and alternative analytical tools.",MDPI,,"The paper addresses the problem that honey bee classification by wing geometric morphometrics normally starts with manual annotation of 19 landmarks on the forewing, and this is time-consuming and error-prone. The authors aim to create a fully automated, rapid, easy, and free system that can classify honey bee subspecies from wing images without manual landmark annotation.",European,Brazil,,,Brazil,BRA,Brazil,BRA,2022,Classical ML
Detection and Identification of Beehive Piping Audio Signals,Fourer et al.,2022,Classification,Colony Health & Acoustic Monitoring — Piping Signal Detection and Classification,"Feature extraction: MFCCs, spectral centroid, RMS, ZCR → SVM (binary piping detector) + 1D CNN + 2D CNN (spectrogram image). Comparison study. Piping = pre-swarming queen vocalisation.",Audio,https://hal.science/hal-03793759/,"Piping signals are particular sounds emitted by honey bees during
the swarming season or sometimes when bees are exposed to specific factors during the life of the colony. Such sounds are of interest for beekeepers for predicting an imminent swarming of a beehive. The present study introduces a novel publicly available dataset
made of several honey bee piping recordings allowing for the evaluation of future audio-based detection and recognition methods.
First, we propose an analysis of the most relevant timbre features
for discriminating between tooting and quacking sounds which are
two distinct types of piping signals. Second, we comparatively assess several machine-learning-based methods designed for the detection and the identification of piping signals through a beehiveindependent 3-fold cross-validation methodology.",7th Workshop on Detection and Classification of Acoustic Scenes and Events,,"The paper studies how to detect and identify beehive piping sounds in audio recordings. It explains that piping sounds are important because they are among the most noticeable signs of swarming, and distinguishing tooting from quacking can be useful for beekeepers. The paper also says it introduces a new public dataset to support future audio-based detection and recognition methods.",France,France,France,FRA,France,FRA,France,FRA,2022,Hybrid / Multi-Model
Detection and Tracking of Honeybees Using YOLO and StrongSORT,"Benahmed, Bensaad & Chaib",2022,Tracking & Pose Estimation,Hive Entrance & Traffic Monitoring — YOLO-Based Detection and StrongSORT Tracking,"YOLOv5 (object detection, bee bounding boxes) + StrongSORT (multi-object tracking with deep appearance features and Kalman filtering). End-to-end real-time detection+tracking pipeline.",Video,https://ieeexplore.ieee.org/document/10010142,"Understanding the behavior of honey bees is essential for maintaining a healthy bee colony. Hive monitoring systems are crucial for this purpose.In the last few years, computer vision and deep learning have become widely used in such systems. This paper uses a deep learning approach for detecting and tracking honey bees. Firstly, for detection, we employed the YOLO model using a data set of 1000 ground truth images. Secondly, for tracking, we used the StrongSORT approach. Results show that the detector performs well in both classes of honey bees (with or without pollen). The models based on this approach provide considerably good average tracking accuracy with low latency. Thus, this procedure is reliable and can be used in the future for real-time monitoring systems.",,honeybee,Detection and tracking Bee behavior in video,-,Algeria,,,Algeria,DZA,Algeria,DZA,2022,Object Detection / Segmentation
Detection of Anomalies in Bee Colony Using Transitioning State and Contrastive Autoencoders,Cejrowski & Szymański,2022,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Acoustic Colony State Anomaly Detection,"Three autoencoder architectures compared: standard AE, VAE (Variational AE), and proposed Contrastive VAE. Mel-spectrogram + acoustic features from contiguous audio segments. Contrastive VAE achieves best discrimination. Colony feeding experiment used to simulate anomalous behaviour.",Audio + temperature time-series,https://reader.elsevier.com/reader/sd/pii/S0168169922005221?token=BF2426A6398C366E0758020C813032C1CFC768AEB75C268599653E12E5852D16F608333BFB8348F9831A40D7AF13E0A5&originRegion=eu-west-1&originCreation=20230503104015,"Honeybees plays vital role for the environmental sustainability and overall agricultural economy. Assisting bee colonies within their proper functioning brings the attention of researchers around the world. Electronics systems and machine learning algorithms are being developed for classifying specific undesirable bee behaviors in order to alert about upcoming substantial losses. However, classifiers could be impaired when used for general honeybee colony state inference. Application of the classifier models for the hazardous situations detection without focusing on the model’s genericity could result with systems that are not applicable in the real environment. Furthermore, the detection of a specific phenomenon does not provide researchers with any new conclusions about the honeybee colony life but only with the binary information about hazardous situation presence. In our research we propose a method for inferring the bee colony state using a sensitive contrastive autoencoder and an anomaly detection model. With presented approach, hive’s internal state is modeled with the use of an autoencoder’s latent vector extended with in-hive temperature dynamics. We test our methodology with a bee feeding experiment where the glucose syrup application was detected and the length of food intake was estimated. As our methodology has been applied successfully, we argue that contrastive autoencoders can be used for precise inference about the behavior of honeybees.",Computers and Electronics in Agriculture,neural network honeybees,Inferring the bee colony state and anomaly detection,-,poland,,,Poland,POL,Poland,POL,2021,Domain Specific / Specialized
"Effectiveness of Transfer Learning, Convolutional Neural Network and Standard Machine Learning in Computer Vision Assisted Bee Health Assessment",Liang,2022,Classification,Varroa & Disease Detection — Multi-Disease Health Classification Benchmark,"Five approaches benchmarked: linear SVM, custom CNN (scratch), VGG-19, Inception V3, MobileNet (transfer learning). Dataset: 5,036 images, 6 health classes (healthy, deformed wing, Varroa, chalkbrood, wax moth, other). MobileNet best speed-accuracy balance.",Image,https://ieeexplore.ieee.org/document/10069892,"Honeybees are vital to society, as they pollinate over 80% of plants. Unfortunately, honeybee colonies have been losing at an average rate of 39.7% per year. Beehive monitoring depends on human visual examinations, which is time consuming and disruptive to colonies. It is critical to apply an effective and efficient technique to monitor bee health and save bee colonies. The paper provides a systematic study of applying transfer learning, classic convolutional neural network (CNN) and standard machine learning models on image-based bee health classification. Five models (SVM, CNN, VGG19, InceptionV3, MobileNet) have been evaluated on a real-world dataset with more than 5000 bee images and six health sub-classes. The accuracy rates from all five models were above 90% in the test dataset. In particular, VGG19 and CNN achieved 98.65% and 96.91% accuracy, respectively. These accuracy rates were higher than the best accuracy rate of 95% in other previous research. The promising model results demonstrate the potential of applying AI techniques to build an intelligent beehive inspection system.",Computer Vision Assisted Bee Health Assessment,honey bee artificial intelligence,Image-based bee health classification.,-,USA,,,United States,USA,United States,USA,2022,CNN & Variants
Honeybee Re-identification in Video: New Datasets and Impact of Self-supervision,Chan et al.,2022,Tracking & Pose Estimation,Individual Tracking & Re-identification — Contrastive Self-Supervised Re-identification,CNN + Contrastive Learning (Triplet Loss) + self-supervised pre-training. Re-identifies bees by abdomen appearance across video frames. New annotated dataset released. Self-supervision significantly improves re-ID accuracy vs fully supervised baselines.,Video,https://www.scitepress.org/Papers/2022/108431/108431.pdf,"This paper presents an experimental study of long-term re-identification of honeybees from the appearance of
their abdomen in videos. The first contribution is composed of two image datasets of single honeybees extracted from 12 days of video and annotated with information about their identity on long-term and short-term
scales. The long-term dataset contains 8,962 images associated to 181 known identities and used to evaluate
the long-term re-identification of individuals. The short-term dataset contains 109,654 images associated to
4,949 short-term tracks that provide multiple views of an individual suitable for self-supervised training. A
deep convolutional network was trained to map an image of the honeybee’s abdomen to a 128 dimensional feature vector using several approaches. Re-identification was evaluated in test setups that capture different levels
of difficulty: from the same hour to a different day. The results show using the short-term self-supervised information for training performed better than the supervised long-term dataset, with best performance achieved
by using both. Ablation studies show the impact of the quantity of data used in training as well as the impact
of augmentation, which will guide the design of future systems for individual identification.",VISIGRAPP (5: VISAPP),,"Research problem
The paper studies long-term re-identification of honeybees from the appearance of their abdomen in videos. It explains that manual identification is arduous and time-consuming, and that re-identifying animals in a natural habitat is especially hard because an individual can leave the camera view for an indefinite amount of time, so the system must connect tracks across large time gaps. The paper also says that large-scale identity labels are difficult to obtain for honeybees because there are many individuals and manual identity annotation is hard. The authors therefore investigate whether short-term tracking information can be used as self-supervised training information to improve long-term re-identification.",PuertoRico (Lab),Puerto Rico,Puerto Rico,PRI,Puerto Rico,PRI,Puerto Rico,PRI,2021,Hybrid / Multi-Model
