Title,Authors,Year,Subcategory (ai task),Category (section),Approach (ai),Data modality,Url,Abstract,Venue name,Pass/fail,Search keyword,Research problem,Bee demographic,Research demographic,Bee_country,Collection time,Approach group
A Model for Pollen Measurement Using Video Monitoring of Honey Bees,"Yang, Collins & Beckerleg",2018,monitoring & predictive health analytics,Pollen & Foraging Monitoring — monitoring & predictive health analytics,CNN (POLLEN / NO-POLLEN frame classifier) + Kalman Filter (trajectory linking across frames to prevent double-counts).,Video,https://link.springer.com/article/10.1007/s11220-017-0185-4,"This paper introduces a novel approach using video monitoring to automatically count pollen sacs on honey bees returning to a beehive. This allows beekeepers to have an estimate of the food storage situation in a beehive without having to visit and open the hive. Pollen sac detection is a challenge because the full sacs are very small and they often have a similar colour to the bee’s body. The first step is to detect bees on the video and track the bees for pollen counting. The bees are detected using their colour and motion, and tracked using a Kalman filter and the Hough transform. The second step is to detect pollen sacs on each individual detected bee image. On each individual bee image, a bee blob is created and image moments are used to remove an elliptical shape from the blob, which includes the bee’s main body parts (head, abdomen and tail). The pollen sacs are then detected in the remainder of the blob using colour thresholding. The outcome includes pollen blobs and other blobs that are similar to pollen blobs (non-pollen blobs). The pollen sacs have two features that can be used for object discrimination. The receiver operating characteristic is used to calculate the threshold for pollen discrimination using these two features. Finally, the bee tracking model is combined with the pollen sac detection to count the number of bees carrying pollen on the monitoring video.",,Pass,"From Survey ""Machine Learning and Computer Vision Techniques in Continuous Beehive Monitoring Applications: A Survey""",Object detection - pollen-bearing bees,-,New Zealand,,2018,CNN & Variants
A new approach for the simultaneous tracking of multiple honeybees for analysis of hive behavior,Kimura et al.,2011,Tracking & Pose Estimation,Individual Tracking & Re-identification — In-hive Movement Analysis,Vector Quantization (VQ),Video,https://link.springer.com/article/10.1007/s13592-011-0060-6,"Social activities are among the most striking of animal behaviors, and the clarification of their mechanisms is a major subject in ethology. Honeybees are a good model for revealing these mechanisms because they display various social behaviors, such as division of labor, in their colonies. Image processing is a precise and convenient tool for obtaining animal behavior data, but even recent methods are inadequate for the identification or description of honeybee behavior. This is because of the difficulty distinguishing between the large number of individuals in a small hive and their multiple movements. The present study developed a new computer-aided system, using a vector quantization method, for the identification and behavioral tracking of individual honeybees. The vector quantization method enabled separation of honeybee bodies in photographs recorded as a movie. This system succeeded in analyzing a huge number of frames quickly and can thus save both time and labor. Moreover, the system identified more than 72% of the bees in a hive and found and determined the active areas in the hive by extracting the trajectories of walking bees. In addition, useful behavioral data on the honeybee waggle dance were obtained using the present syste",Apidologie,Pass,honeybee tracking,"Research Problem: The paper says earlier methods were not enough for hive behavior analysis because they were made for only a few individuals, often needed a clean background image, and sometimes needed marked bees. The authors’ problem was to develop a method that can identify and track many unmarked honeybees at the same time in a changing hive environment.",-,Japan,,2011,Domain Specific / Specialized
A Novel Convolutional Neural Network Architecture for Pollen-Bearing Honeybee Recognition,Le et al.,2023,Classification,Pollen & Foraging Monitoring — Novel CNN Architecture for Pollen-Bearer Recognition,Custom novel CNN architecture designed specifically for pollen-bearing bee classification. Transfer learning baseline comparisons. Input: entrance-camera images. Addresses class imbalance in pollen vs non-pollen samples.,Image,https://thesai.org/Downloads/Volume14No8/Paper_112-A_Novel_Convolutional_Neural_Network_Architecture.pdf,"Abstract: Monitoring the pollen foraging behavior of honey-bees is an important task that is beneficial to beekeepers, allowing them to understand the health status of their honeybee colonies. To perform this task, monitoring systems should have the ability to automatically recognize images of pollen-bearing honeybees extracted from videos recorded at the beehive entrance. In this paper, a novel convolutional neural network architecture is proposed for recognizing pollen-bearing and non-pollen-bearing honeybees from their images. The performance of the proposed model is illustrated based on a real dataset and the obtained results show that it performs better than some other state-of-the-art deep learning architectures like VGG16, VGG19, or Resnet50 in terms of both accuracy and execution time. Thus, the proposed model can be considered an effective algorithm for designing automatic honeybee colony monitoring systems",Science and Information (SAI) Organization Limited,Pass,,"Research problem: The paper studies how to recognize pollen-bearing honeybees automatically from images so that beekeepers can monitor pollen foraging behavior and better understand the health and status of honeybee colonies. The paper also says that existing CNN-based models can be effective, but they often have complex structures, require more computation and resources, and the widely used pollen dataset contains some mislabeled images. The authors therefore aim to build a model that is both accurate and lower-cost to run.",PuertoRico (PollenDataset),Vietnam,Puerto Rico,2018,CNN & Variants
A Preliminary Study of Image Analysis for Parasite Detection on Honey Bees,Schurischuster et al.,2018,Detection,Varroa & Disease Detection — Visual Mite Carrier Screening,"Handcrafted descriptors (HOG, colour histograms, LBP) + Naive Bayes / SVM / Random Forest (binary: MITE vs CLEAN). Proof-of-concept, no deep learning.",Image,https://digibuo.uniovi.es/dspace/bitstream/handle/10651/49458/schurischuster2018.pdf?sequence=1,"Varroa destructor is a parasite harming bee colonies. As the worldwide bee population is in danger, beekeepers as well as researchers are looking for methods to monitor the health of bee hives. In this context, we present a preliminary study to detect parasites on bee videos by means of image analysis and machine learning techniques. For this purpose, each video frame is analyzed individually to extract bee image patches, which are then processed to compute image descriptors and finally classified into mite and no mite bees. The experimental results demonstrated the adequacy of the proposed method, which will be a perfect stepping stone for a further bee monitoring system.",Image Analysis and Recognition: 15th International Conference,Pass,honeybees and artificial intelligence,feature extraction and classification,-,Austria,,2018,Classical ML
Accurate Identification of Native Asian Honey Bee Populations by Population Genomics and Deep Learning,Liu et al.,2024,Classification,Species & Subspecies Classification — Genomic Population Deep Learning Classification,TraceNet (custom CNN-based model for population genomics) applied to SNP (single nucleotide polymorphism) genomic data. Identifies and distinguishes Jilong (Xizang) Apis cerana populations from other geographic populations. Novel: uses genomic data not images.,Tabular (Genomic Dataset),https://www.mdpi.com/2075-4450/16/8/788,"The Jilong Valley, situated in Rikaze, Xizang, China, is characterized by its complex topography and variable climatic conditions, providing a suitable habitat for Apis cerana Fabricius, 1793. To facilitate the conservation of germplasm resources and maintain genetic diversity, it is imperative to elucidate the population structure and lineage differentiation of A. cerana within this ecologically distinct region. In this study, we collected A. cerana specimens from 12 geographically disparate locations across various altitudinal gradients within the Jilong Valley, and also integrated publicly available sequencing data of A. cerana from various regions across mainland Asia. In total, our analysis encompassed sequencing data from 296 individuals. Population structure analyses based on SNP data revealed that A. cerana in Jilong represents a genetically distinct population that differs markedly from other regional A. cerana populations in terms of genetic lineage, although its subspecies identity remains to be confirmed. Through screening based on FST values, we identified SNP loci that contribute significantly to distinguishing between Jilong and non-Jilong A. cerana. Using these loci, the convolutional neural network model TraceNet was trained, which demonstrated specific recognition capabilities for Jilong versus non-Jilong A. cerana. This further confirmed the universality and efficiency of TraceNet in identifying honey bee lineages. These findings contribute valuable insights for the identification and conservation of A. cerana germplasm resources in specific geographical regions.",MDPI,Pass,,identify and distinguish Jilong bees from other geographic populations based on their genetic patterns.,China,China,China,2025,
"Accurate Identification of Native Asian Honey Bee Populations in Jilong (Xizang, China) by Population Genomics and Deep Learning",Liu et al.,2024,Detection,,TraceNet,Tabular (Genomic Dataset),https://www.mdpi.com/2075-4450/16/8/788,"The Jilong Valley, situated in Rikaze, Xizang, China, is characterized by its complex topography and variable climatic conditions, providing a suitable habitat for Apis cerana Fabricius, 1793. To facilitate the conservation of germplasm resources and maintain genetic diversity, it is imperative to elucidate the population structure and lineage differentiation of A. cerana within this ecologically distinct region. In this study, we collected A. cerana specimens from 12 geographically disparate locations across various altitudinal gradients within the Jilong Valley, and also integrated publicly available sequencing data of A. cerana from various regions across mainland Asia. In total, our analysis encompassed sequencing data from 296 individuals. Population structure analyses based on SNP data revealed that A. cerana in Jilong represents a genetically distinct population that differs markedly from other regional A. cerana populations in terms of genetic lineage, although its subspecies identity remains to be confirmed. Through screening based on FST values, we identified SNP loci that contribute significantly to distinguishing between Jilong and non-Jilong A. cerana. Using these loci, the convolutional neural network model TraceNet was trained, which demonstrated specific recognition capabilities for Jilong versus non-Jilong A. cerana. This further confirmed the universality and efficiency of TraceNet in identifying honey bee lineages. These findings contribute valuable insights for the identification and conservation of A. cerana germplasm resources in specific geographical regions.",MDPI,Pass,,identify and distinguish Jilong bees from other geographic populations based on their genetic patterns.,china,China,China,2025,Domain Specific / Specialized
Acoustic Scene Classification and Visualization of Beehive Sounds Using Machine Learning Algorithms and Grad-CAM,Kim et al.,2021,Classification,Colony Health & Acoustic Monitoring — Bee vs Non-Bee Sound Classification,"MFCC / log-Mel features → SVM, RF, XGBoost (classical ML) and VGG-13, custom CNN (deep learning). Grad-CAM visualization to explain CNN decisions. Compares 5 model families.",Audio,https://onlinelibrary.wiley.com/doi/10.1155/2021/5594498?utm_source=chatgpt.com,"Honeybees play a crucial role in the agriculture industry because they pollinate approximately 75% of all ﬂowering crops.However, every year, the number of honeybees continues to decrease. Consequently, numerous researchers in various ﬁelds havepersistently attempted to solve this problem. Acoustic scene classiﬁcation, using sounds recorded from beehives, is an approachthat can be applied to detect changes inside beehives. -is method can be used to determine intervals that threaten a beehive.Currently, studies on sound analysis, using deep learning algorithms integrated with various data preprocessing methods thatextract features from sound signals, continue to be conducted. However, there is little insight into how deep learning algorithmsrecognize audio scenes, as demonstrated by studies on image recognition. -erefore, in this study, we used a mel spectrogram,mel-frequency cepstral coeﬃcients (MFCCs), and a constant-Q transform to compare the performance of conventional machinelearning models to that of convolutional neural network (CNN) models. We used the support vector machine, random forest,extreme gradient boosting, shallow CNN, and VGG-13 models. Using gradient-weighted class activation mapping (Grad-CAM),we conducted an analysis to determine how the best-performing CNN model recognized audio scenes. -e results showed that theVGG-13 model, using MFCCs as input data, demonstrated the best accuracy (91.93%). Additionally, based on the precision, recall,and F1-score for each class, we established that sounds other than those from bees were eﬀectively recognized. Further, weconducted an analysis to determine the MFCCs that are important for classiﬁcation through the visualizations obtained byapplying Grad-CAM to the VGG-13 model. We believe that our ﬁndings can be used to develop a monitoring system that canconsistently detect abnormal conditions in beehives early by classifying the sounds inside beehives",Mathematical Problems in Engineering,Pass,,"The paper aims to find a suitable way to classify beehive sounds automatically as “Bee” or “noBee”, because sound analysis can help detect abnormal conditions inside beehives early. The paper also says there is little insight into how deep learning models recognize beehive audio scenes, so a second goal is to use Grad-CAM to explain which sound regions are important when the model makes its decision.","America, Europe, Australia (OSBH)",Korea,United States,2015,Hybrid / Multi-Model
Addressing multidimensional highly correlated data for forecasting in precision beekeeping,"M. Carmen Robustillo, Lizbeth Naranjo, M. Isabel Parra, Carlos J. Pérez",2024,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — ML Classification of Colony Growth Periods from IoT Temperature Features,"Vector Error Correction Model (VEC), Vector Autoregressive (VAR), multivariate time-series forecasting","Time series (sensor data: temperature, humidity, weight, weather variables)",https://www.researchgate.net/publication/385457557_Addressing_multidimensional_highly_correlated_data_for_forecasting_in_precision_beekeeping,"In recent years, there have been relevant advances in precision beekeeping. These advances are mainly focusedon proposing sensor systems that collect crucial information for bee welfare, creating integrated architecturesthat allow beekeepers to monitor the current state of their hive through real-time data. However, there is a lackof predictive models that would allow beekeepers to anticipate specific events that endanger bee welfare andlead to a decline in productivity. Specifically, predictive approaches accounting for the high correlation amonginternal variables of beehives have not been developed to date. To address this research gap, multivariatepredictive models, including auto-regressive state-space and time series models, have been implemented andapplied to four different hives from the we4bee project. These models aim to predict the internal variablesof beehives (four different temperatures, humidity, and weight) by utilizing the meteorological conditionsto which the hives are exposed. A cross-validation adapted to time series data was employed for modelgeneralization assessment. Prediction models based on vector time series exhibited superior performance inforecasting internal hive variables compared to multivariate auto-regressive state-space models. Overall, theapproach based on the vector error correction model yielded the best balance between fit, prediction, andcomputational cost. The VEC-based approach produces predictions with maximum mean absolute errors of177 (312)g in weight, 3.366 (3.802)% in humidity, and 1.122 (1.685)◦Cin temperature at 1 (3)-days aheadwhen dealing with beehives exhibiting a high degree of correlation in their internal variables. Moreover,the VEC-based approach requires less than a second to perform the time series fitting process, which makes itparticularly interesting for application in big data environments. The integration of such models into a decisionsupport system would meet the need of beekeepers to anticipate potential threats to the welfare of their beecolonies, streamlining their monitoring processes while eliminating the need for continuous inspections.",ResearchGate,Pass,,"Forecast hive temperature, humidity, and weight from highly correlated sensor data",Germany,Germany,Germany,2022,Optimization / Probabilistic
An AI-Based Open-Source Software for Varroa Mite Fall Analysis in Honeybee Colonies (VarroDetector),Yániz et al.,2025,Detection,Varroa & Disease Detection — Open-Source YOLOv11 Sticky-Board Varroa Counter,"YOLOv11 Nano (lightweight one-stage detector, input size 8000px to resolve tiny mites) + ROI auto-detection via guide strings. Free standalone app (no GPU, no internet). R²=0.98–0.99 vs manual count. 204 sticky sheets, 70 hives, 2 commercial apiaries, Spain. Outperforms trained human operators at >50 mites/sheet.",Image,https://www.mdpi.com/2077-0472/15/9/969,"Infestation by Varroa destructor is responsible for high mortality rates in Apis mellifera colonies worldwide. This study was designed to develop and test under field conditions a new free software (VarroDetector) based on a deep learning approach for the automated detection and counting of Varroa mites using smartphone images of sticky boards collected in honeybee colonies. A total of 204 sheets were collected, divided into four frames using green strings, and photographed under controlled lighting conditions with different smartphone models at a minimum resolution of 48 megapixels. The Varroa detection algorithm comprises two main steps: First, the region of interest where Varroa mites must be counted is established. From there, a one-stage detector is used, namely YOLO v11 Nano. A final verification was conducted counting the number of Varroa mites present on new sticky sheets both manually through visual inspection and using the VarroDetector software and comparing these measurements with the actual number of mites present on the sheet (control). The results obtained with the VarroDetector software were highly correlated with the control (R2 = 0.98 to 0.99, depending on the smartphone camera used), even when using a smartphone for which the software was not previously trained. When Varroa mite numbers were higher than 50 per sheet, the results of VarroDetector were more reliable than those obtained with visual inspection performed by trained operators, while the processing time was significantly reduced. It is concluded that the VarroDetector software Version 1.0 (v. 1.0) is a reliable and efficient tool for the automated detection and counting of Varroa mites present on sticky boards collected in honeybee colonies.",MDPI,Pass,neural network honeybees,to detect and count Varroa destructor mites used to monitor infestation in bee colonies,Spain (Lab setting),Spain,Spain,2025,Object Detection / Segmentation
An imaging system for monitoring the in-and-out activity of honey bees,Chen et al.,2012,monitoring & predictive health analytics,Hive Entrance & Traffic Monitoring — Forager Activity,Circular Hough Transform + SVM (OCR tag recognition),Video,https://www.sciencedirect.com/science/article/pii/S0168169912002074,"This study aimed to develop an imaging system for monitoring and analyzing the in-and-out activity of honey bees as they pass through the entrance of a beehive. As such, the daily in-and-out activity of a beehive could be automatically recorded with minimum interference with the regular behavior of the bees. The components of the imaging system include: (1) an infrared LED light source; (2) an infrared CCD camera and a personal computer for image acquisition and processing; and (3) an acrylic passageway to temporarily confine the bees within the image-capturing range of the camera. In operation, this imaging system was affixed to the outside of a beehive at the entry/exit point. To identify each forager of bee workers individually, circular character-encoding tags were attached to the dorsum of the bees’ thoraxes. To locate individual honey bees in a video frame, a circular Hough transform was used to detect the presence of the circular tags. A black positioning dot on the tag was used to identify the orientation of the characters in order to facilitate the reading of the symbols on the circular tag. The extracted character symbols were further segmented and a support vector machine (SVM) classifier was deployed to recognize the characters and identify the individual honey bee. The system developed in this study was used in experimentation to identify each of the tagged bees and to record the timing of the entries and exits. The character symbol recognition and identification accuracy rates of the system were about 98% and 86%, respectively. Based on the in-and-out records, daily foraging behavior of honey bees were analyzed and presented. These experimental results demonstrate that this imaging system is feasible and can be used as an efficient tool to study honey bee behavior.",Elsevier,Pass,honeybee monitoring system,"the research problem is that it is very hard to measure honey bees’ “in-and-out” (entry/exit) activity at the hive entrance in a reliable way, especially when you need long-term records for many individual bees. The paper says manual observation is labor-intensive and humans cannot reliably tell hundreds of bees apart, so an automatic monitoring system is “critically important” for studying this activity.",Taiwan,Taiwan,"Taiwan, Province of China",2012,Classical ML
An Intelligent Monitoring System for Assessing Bee Hive Health,Braga et al.,2021,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — Multi-Threat Hive Health Assessment,"R-CNN (object detection, bee localisation) + CNN (classification: healthy, Varroa, ant intrusion, robbery, beetle). Transfer learning on multiple pre-trained backbones. System includes alert logic for beekeepers.",Image,https://ieeexplore.ieee.org/document/9455393,"Up to one third of the global food production depends on the pollination of honey bees, making them vital. This study defines a methodology to create a bee hive health monitoring system through image processing techniques. The approach consists of two models, where one performs the detection of bees in an image and the other classifies the detected bee's health. The main contribution of the defined methodology is the increased efficacy of the models, whilst maintaining the same efficiency found in the state of the art. Two databases were used to create models based on Convolutional Neural Network (CNN). The best results consist of 95% accuracy for health classification of a bee and 82% accuracy in detecting the presence of bees in an image, higher than those found in the state-of-the-art.",IEEE,Pass,,"Research problem: The paper aims to build a system that can monitor bee hive health automatically using images, so that beekeepers need less direct intervention, bees suffer less stress, and health problems can be found earlier. The paper explains that hive health should be assessed from the health of individual bees, but to do that automatically the system must first detect bees in a scene and then classify the health of the detected bees.",USA (beeImage),Italy,United States,2018,Hybrid / Multi-Model
Analyses of Audio and Video Recordings for Detecting a Honey Bee Hive Robbery,Tashakkori et al.,2020,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — Hive Robbery Detection,Non-Negative Matrix Factorization (NMF) for audio source separation + frame differencing for video motion detection. Binary: robbery vs normal activity.,multimodal (Audio + Video),https://ieeexplore.ieee.org/abstract/document/9249684,"Honey bee hive robbery is a common phenomenon that occurs during a period when nectar sources are scarce. In such a case, the hives that are not strong enough to defend themselves and have stored resources such as honey or nectar may be robbed by bees from the nearby hives. Beekeepers often try different approaches to prevent or stop a robbery or take some measures to keep the robbed hive alive, but most of these efforts fail and the targeted hive will eventually collapse. This paper presents some results from the analysis done on audio and video recordings obtained at a hive before and after a robbery. The targeted hive was a top-bar hive and was robbed by the bees from its neighboring hives. Our analyses indicate that there are sufficient clues on the development and progress of a robbery that might be helpful in preventing it.",IEEE,Pass,,"Research problem: The paper investigates whether a hive robbery can be identified by analyzing audio and video recordings from a hive. The authors state that they studied recordings obtained before and after a robbery, and that their analyses show there are sufficient clues on the development and progress of a robbery that may help prevent it.",USA (Italian bees),USA,United States,2016,Domain Specific / Specialized
