Title,Papers,URL,Authors,Year,Abstract,Venue Name,Data modality,Pass/Fail,Search Keyword,Approach (AI),Research Problem,Category
Bee Swarm Activity Acoustic Classification for an IoT-Based Farm Service,Bee Swarm Activity Acoustic Classification for an IoT-Based Farm Service,https://www.mdpi.com/1424-8220/20/1/21,Zgank,2019,"Beekeeping is one of the widespread and traditional fields in agriculture, where Internet of Things (IoT)-based solutions and machine learning approaches can ease and improve beehive management significantly. A particularly important activity is bee swarming. A beehive monitoring system can be applied for digital farming to alert the user via a service about the beginning of swarming, which requires a response. An IoT-based bee activity acoustic classification system is proposed in this paper. The audio data needed for acoustic training was collected from the Open Source Beehives Project. The input audio signal was converted into feature vectors, using the Mel-Frequency Cepstral Coefficients (with cepstral mean normalization) and Linear Predictive Coding. The influence of the acoustic background noise and denoising procedure was evaluated in an additional step. Different Hidden Markov Models’ and Gaussian Mixture Models’ topologies were developed for acoustic modeling, with the objective being to determine the most suitable one for the proposed IoT-based solution. The evaluation was carried out with a separate test set, in order to successfully classify sound between the normal and swarming conditions in a beehive. The evaluation results showed that good acoustic classification performance can be achieved with the proposed system.",MDPI,Audio,Pass,,HMM/GMM,"Research problem
The paper focuses on automatic detection of bee swarming from sound recorded inside the hive. It says swarming is an important event that requires a beekeeper’s response, and one of the paper’s main objectives is to define the most suitable classification configuration for an Internet of Things-based bee swarm monitoring system. The paper simplifies the task into two classes: normal activity and swarm activity.",Monitoring & Health Assessment
Bees Detection on Images: Study of Different Color Models for Neural Networks,Bees Detection on Images: Study of Different Color Models for Neural Networks,https://mostwiedzy.pl/pl/publication/download/1/bees-detection-on-images-study-of-different-color-models-for-neural-networks_43287.pdf,"Dembski, Jerzy, and Julian Szymański",2019,"This paper presents an approach to bee detection in video streams using a neural network classifier. We describe the motivation for our research and the methodology of data acquisition. The main contribution to this work is a comparison of different color models used as an input format for a feedforward convolutional architecture applied to bee detection. The detection process has is based on a neural binary classifier that classifies ROI windows in frames taken from video streams to determine whether or not the window contains bees. Due to the type of application, we tested two methods of partitioning data into training and test subsets: video-based (some video for training, the rest for testing) and individual based (some bees for training, the rest for testing). The tournament-based algorithm was implemented to aggregate the results of classification. The manually tagged datasets we used for our experiments have been made publicly available. Based on our analysis of the results, we drew conclusions that the best color models are RGB and 3-channeled color models: RGB and HSV are significantly better than black & white or the H channel from HSV.",conference of Distributed Computing and Internet Technology,image,,neural network honeybees,Convolutional Neural Network,detection,detection
"Deep Learning for Pollen Sac Detection and 
Measurement on Honeybee Monitoring Video","Deep Learning for Pollen Sac Detection and 
Measurement on Honeybee Monitoring Video",https://ieeexplore.ieee.org/abstract/document/8961011,"Cheng Yang, John Collins",2019,"This paper introduces a new model which applies deep learning techniques to pollen sac detection and measurement on honeybee monitoring video. The outcome of this model is a measurement of the number of pollen sacs being brought to the beehive, so that beekeepers will not need to open beehives frequently to check food storage. The pollen sacs are detected on individual bee images which are collected using a bee detection model on the entire video frame. The pollen detection model is built using a deep convolutional neural network. The architecture is Faster RCNN with VGG-16 core network. The network is trained to detect pollen sacs so the individual bee images are identified as either pollen or nonpollen bee images. This pollen sac detection model is then combined with a bee tracking model, so that each flying bee tracked on successive video frames is identified as carrying pollen or not. Finally, the number of pollen-carrying bees can be counted. The experimental results show that the measurement error of this model is 7%. The deep learning model improves the results from the conventional image processing method, which produced 33% measurement error.",,Image extrated from video,,honey bee artificial intelligence,Convolutional Neural Network,Pollen Sac Detection and Measurement,detection
DeepBee-Building and Scaling Convolutional Neuronal Nets For Fast and Large-scale Visual Monitoring of Bee Hives,DeepBee-Building and Scaling Convolutional Neuronal Nets For Fast and Large-scale Visual Monitoring of Bee Hives,https://openaccess.thecvf.com/content_ICCVW_2019/papers/CVWC/Marstaller_DeepBees_-_Building_and_Scaling_Convolutional_Neuronal_Nets_For_Fast_ICCVW_2019_paper.pdf,"Marstaller, Julian, Frederic Tausch, and Simon Stock.",2019,"Our system provides access to data that were previously unavailable and is crucial for a complete description of nutrient regulation by social insects. More broadly, the ability to simultaneously and efficiently track two material flows in a behaving colony provides new opportunities for tackling many open and emerging questions on topics other than nutrition, such as disease spread and social regulation of colony development",EEE/CVF International Conference on Computer Vision Workshops,Image,,neural network honeybees,Convolutional Neural Network,Building a deep learning architecture to automate and scale honey bee monitoring,monitoring & health assessment
Fast honey classification using infrared spectrum and machine learning,Fast honey classification using infrared spectrum and machine learning,https://d1wqtxts1xzle7.cloudfront.net/60484896/mbe-16-06-344_finalprintout20190904-56952-179o4u6-libre.pdf?1567602186=&response-content-disposition=inline%3B+filename%3DFast_honey_classification_using_infrared.pdf&Expires=1707161513&Signature=bsXNfTBkTOBdY7xSIgYwf9611tI10CKO3KLP7OoZCJus1eydZ4smDyY3qJK2M19lLThyAVsQrJg62WRvZL8PnSBJ1WN12uxmZWz~VkSfk26v2~guHqHxJwFl2Nj6HkjM3gPyx0r5IvHYZjjTx-3U6KDrZrbyIBqUmTyORXHwwB4PuSMABYs0YLj5nHM~1XCkPuWLz9wqL-7qEjldnGLUXMjAu1-sGK3HCVUNVBcXHg1t6CWjiFabc01~seq-QZGjMr5eBu-8MGeyYMvBM-kfJb8k4B0gjbBuMj7SRZKXap7AVjUrfT~SmcQq0hZTcWVxSufzdfzQS0myoP8~~jKLDg__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,"Hung-Yu Chien, An-Tong Shih, Bo-Shuen Yang and Vincent K. S. Hsiao",2019,"Honey has been one previous natural food in human history. However, as the supply cannot satisfy the market demand, many incidents of adulterated and fraudulent honey have been reported. In Taiwan, some common adulterated honey and fraudulent honey incidents include (1) mixing honey with fructose, (2) importing cheap honey abroad but labeling them as domestic honey, and (3) labeling cheaper honey (for example, nectar and lychee honey) as high-price honey (for example, longan honey). It is very difficult for consumers to tell the genuineness of the labeling of honey. To protect consumers and honest honey producers, we aim at exploring and developing an efficient and convenient technology that can effectively classify honey. We analyze the infrared spectra of honey samples and apply machine learning technologies to classify honey. The experimental results confirm that this technology can effectively distinguish several main honey types in Taiwan. This technology has the advantages of non-destruction, immediacy, and low manpower. It can serve as an effective tool to fast screen honey products.",Mathematical Biosciences and Engineering,,,honeybees and artificial intelligence,"machine learning technologies such as SVM, PCA,..",honey classification,classification
idtracker.ai: tracking all individuals in small or large collectives of unmarked animals,idtracker.ai: tracking all individuals in small or large collectives of unmarked animals,https://www.nature.com/articles/s41592-018-0295-5,"Francisco Romero-Ferrero, Mattia G. Bergomi, Robert C. Hinz, Francisco J. H. Heras & Gonzalo G. de Polavieja",2019,"Understanding of animal collectives is limited by the ability to track each individual. We describe an algorithm and software that extract all trajectories from video, with high identification accuracy for collectives of up to 100 individuals. idtracker.ai uses two convolutional networks: one that detects when animals touch or cross and another for animal identification. The tool is trained with a protocol that adapts to video conditions and tracking difficulty.",,Image extrated from video,,honey bee artificial intelligence,Convolutional Neural Network,Identifying animals and tracking them,tracking & pose estimation
Image-Based Species Identification of Wild Bees Using Convolutional Neural Networks,Image-Based Species Identification of Wild Bees Using Convolutional Neural Networks,https://www.researchgate.net/profile/Marianne-Espeland/publication/336999589_Image-based_species_identification_of_wild_bees_using_convolutional_neural_networks/links/5dc0379b4585151435e58ae6/Image-based-species-identification-of-wild-bees-using-convolutional-neural-networks.pdf,"Keanu Buschbachera, Dirk Ahrensb, Marianne Espelandb, Volker Steinhage",2019,"Monitoring insect populations is vital for estimating the health of ecosystems. Recently, insect population decline has been highlighted both in the scientific world and the media. Investigating such decline requires monitoring which includes adequate sampling and correctly identifying sampled taxa. This task requires extensive manpower and is time consuming and hard, even for experts, if the process is not automated. Here we propose DeepABIS based on the concepts of the successful Automated Bee Identification System (ABIS), which allowed mobile field investigations including species identification of live bees in field. DeepABIS features three important advancements. First, DeepABIS reduces the eorts of training the system significantly by employing automated feature generation using deep convolutional networks (CNN). Second, DeepABIS enables participatory sensing scenarios employing mobile smart phones and a cloud-based platform for data collection and communication. Third, DeepABIS is adaptable and transferable to other taxa beyond Hymenoptera, i.e., butterflies, flies, etc. Current results show identification results with an average top-1 accuracy of 93.95% and a top-5 accuracy of 99.61% applied to data material of the ABIS project. Adapting DeepABIS to a butterfly dataset showing morphologically dicult to separate populations of the same species of butterfly yields identification results with an average top-1 accuracy of 96.72% and a top-5 accuracy of 99.99%.",,,,Honey Bee artificial intelligence,Convolutional Neural Network,Increasong accuracy ofAutomated Bee Identification System(ABIS) using DeepAbis,detection
On Video Analysis of Omnidirectional Bee Traffic: Counting Bee Motions with Motion Detection and Image Classification,On Video Analysis of Omnidirectional Bee Traffic: Counting Bee Motions with Motion Detection and Image Classification,https://www.mdpi.com/2076-3417/9/18/3743,"Kulyukin, V., Mukherjee, S",2019,"Omnidirectional bee traffic is the number of bees moving in arbitrary directions in close proximity to the landing pad of a given hive over a given period of time. Video bee traffic analysis has the potential to automate the assessment of omnidirectional bee traffic levels, which, in turn, may lead to a complete or partial automation of honeybee colony health assessment. In this investigation, we proposed, implemented, and partially evaluated a two-tier method for counting bee motions to estimate levels of omnidirectional bee traffic in bee traffic videos. Our method couples motion detection with image classification so that motion detection acts as a class-agnostic object location method that generates a set of regions with possible objects and each such region is classified by a class-specific classifier such as a convolutional neural network or a support vector machine or an ensemble of classifiers such as a random forest. The method has been, and is being iteratively field tested in BeePi monitors, multi-sensor electronic beehive monitoring systems, installed on live Langstroth beehives in real apiaries. Deployment of a BeePi monitor on top of a beehive does not require any structural modification of the beehive’s woodenware, and is not disruptive to natural beehive cycles. To ensure the replicability of the reported findings and to provide a performance benchmark for interested research communities and citizen scientists, we have made public our curated and labeled image datasets of 167,261 honeybee images and our omnidirectional bee traffic videos used in this investigation.",,Video,,"From Survey ""Machine Learning and Computer Vision Techniques in Continuous
Beehive Monitoring Applications: A Survey""",Convolutional Neural Network,bee traffic monitoring,monitoring & health assessment
Parameters Influencing Queen Body Mass and Their Importance as Determined by Machine Learning in Honey Bees (Apis Mellifera Carnica),Parameters Influencing Queen Body Mass and Their Importance as Determined by Machine Learning in Honey Bees (Apis Mellifera Carnica),https://link.springer.com/article/10.1007/s13592-019-00683-y,"Prešern, Janez, and Maja Ivana Smodiš Škerl.",2019,"Most parameters describing queen bee quality are reflected in the queen’s body mass, which is in turn considered a robust measure and the best indicator of queen quality. State-of-the-art machine learning was used for the first time to jointly evaluate both biological and rearing parameters influencing queen body mass. Three different models were developed using different combinations of parameters. Regardless of the model composition, we achieved high precision of classification. The parameters “ovary mass” and “breeder” were the most important factors for model predictions. Differences in rearing practices and vegetation were masked by “breeder,” demonstrating the pitfall of this method. Separate analysis confirmed the importance of the time spent in the hive after mating and the phytogeographical region as an indirect indication of food sources. Rearing practices together with phytogeographical information are not enough to explain variation in queen body mass, yet they can contribute to the prediction of queen body mass if “breeder” is excluded from the model.",Apidologie,phytogeographical data and data about rearing practices,,machine learning for honey bee,gradient Boosting,queen (Apis mellifera carnica) body mass estimation,
A Deep Learning Approach to Recognizing Bees in Video Analysis of Bee Traffic,A Deep Learning Approach to Recognizing Bees in Video Analysis of Bee Traffic,https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8185&context=etd,Astha Tiwari,2018,"This thesis presents a Deep Learning (DL) approach to recognize bees in videos for the analysis of bee traffic in real time. Bee traffic will further help in analysis of forager traffic to monitor bee colony behavior. Various Convolutional Neural Networks (ConvNet) and Multi Layer Perceptron (MLP) models have been designed and trained to experiment, compare and analyze different factors that can affect the performance of the model. The best model then is integrated with a motion detection algorithm that is made to work on a Raspberry Pi 3 computer in collaboration with Electronic Beehive Monitoring System. Modern computer vision tasks are dominated by ConvNets due to their superior performance. Many aspects of ConvNets have been examined in various publications but literature about the analysis and construction of neural network architectures are rare. This work is an attempt to fill this gap and closely analyze and compare the difference in performance of MLPs and ConvNets.",Video Analysis of Bee Traffic,video,,honey bee artificial intelligence,CNN+MLP,"Recognizing Bees in Video Analysis of Bee Traffic, detection of Colony Collapse Disorder (CCD)",detection
A Model for Pollen Measurement Using Video Monitoring of Honey Bees,A Model for Pollen Measurement Using Video Monitoring of Honey Bees,https://link.springer.com/article/10.1007/s11220-017-0185-4,"Cheng Yang , John Collins & Mark Beckerleg",2018,"This paper introduces a novel approach using video monitoring to automatically count pollen sacs on honey bees returning to a beehive. This allows beekeepers to have an estimate of the food storage situation in a beehive without having to visit and open the hive. Pollen sac detection is a challenge because the full sacs are very small and they often have a similar colour to the bee’s body. The first step is to detect bees on the video and track the bees for pollen counting. The bees are detected using their colour and motion, and tracked using a Kalman filter and the Hough transform. The second step is to detect pollen sacs on each individual detected bee image. On each individual bee image, a bee blob is created and image moments are used to remove an elliptical shape from the blob, which includes the bee’s main body parts (head, abdomen and tail). The pollen sacs are then detected in the remainder of the blob using colour thresholding. The outcome includes pollen blobs and other blobs that are similar to pollen blobs (non-pollen blobs). The pollen sacs have two features that can be used for object discrimination. The receiver operating characteristic is used to calculate the threshold for pollen discrimination using these two features. Finally, the bee tracking model is combined with the pollen sac detection to count the number of bees carrying pollen on the monitoring video.",,Video,,"From Survey ""Machine Learning and Computer Vision Techniques in Continuous
Beehive Monitoring Applications: A Survey""",Convolutional Neural Network,Object detection - pollen-bearing bees,detection
A preliminary study of image analysis for parasite detection on honey bee,A preliminary study of image analysis for parasite detection on honey bee,https://digibuo.uniovi.es/dspace/bitstream/handle/10651/49458/schurischuster2018.pdf?sequence=1,"Schurischuster, S., Remeseiro, B., Radeva, P., & Kampel, M.",2018,"Varroa destructor is a parasite harming bee colonies. As the worldwide bee population is in danger, beekeepers as well as researchers are looking for methods to monitor the health of bee hives. In this context, we present a preliminary study to detect parasites on bee videos by means of image analysis and machine learning techniques. For this purpose, each video frame is analyzed individually to extract bee image patches, which are then processed to compute image descriptors and finally classified into mite and no mite bees. The experimental results demonstrated the adequacy of the proposed method, which will be a perfect stepping stone for a further bee monitoring system.",Image Analysis and Recognition: 15th International Conference,image extrated from video,,honeybees and artificial intelligence,"Naive Bayes, SVM and random forests (RFs)",feature extraction and classification,classification
Automatic localization and decoding of honeybee markers using deep convolutional neural networks,Automatic localization and decoding of honeybee markers using deep convolutional neural networks,https://arxiv.org/pdf/1802.04557.pdf?fbclid=IwAR2a2g0EPrXVAYnqbk8fNMetmDFrfpblll_mgigBN3sriquZ9RXXYEU_OE0,"Benjamin Wild, Leon Sixt, Tim Landgraf",2018,"The honeybee is a fascinating model animal to investigate how collective behavior emerges from (inter-)actions of thousands of individuals. Bees may acquire unique memories throughout their lives. These experiences a_x001d_ect social interactions even over large time frames. Tracking and identifying all bees in the colony over their lifetimes therefore may likely shed light on the interplay of individual di_x001d_erences and colony behavior. This paper proposes a software pipeline based on two deep convolutional neural networks for the localization and decoding of custom binary markers that honeybees carry from their _x001b_rst to the last day in their life. We show that this approach outperforms similar systems proposed in recent literature. By opening this software for the public, we hope that the resulting datasets will help advancing the understanding of honeybee collective intelligence.",Not visiable,,,neural network honeybees,Convolutional Neural Network,tracking,tracking & pose estimation
Bee hive traffic monitoring by tracking bee flight paths,Bee hive traffic monitoring by tracking bee flight paths,https://hal.science/hal-01940300/document,Magnier,2018,"The number of pollinator insect is in decline in Europe and this raises concerns about the supply of pollination
services to agriculture. Thus, countries with a low number of honeybees are more vulnerable to negative shifts
in wild pollinator communities. Consequently, the demand for honeybee pollination is higher than ever but
beekeepers are also very concerned by the strength of their colonies. To measure this factor, a very important
indicator to take into account is the flight activity at the beehive entrance. A quantitative measure of the
activity can be related to the environment and does not only benefit beekeepers but scientists too. In this paper,
we present a complete method of measuring this activity. It is represented by the number of bees going in
or out of the beehive. The developed method is divided in three parts: the first one consists in bee detection
thanks to several image transformations using background subtraction and ellipse approximations. The second
one is about tracking bees, by assuming their future positions in order to determine whether they are going
in or getting out of the beehive. The last one consists in counting the bees. Finally, the experimental results
demonstrate that our system created with limited resources can be used to precisely measure the flight activity
at the beehive entrance.","VISIGRAPP 2018-13th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",video,Pass,,Classical CV,"Research problem
The paper aims to measure the in-and-out activity at a beehive entrance because this traffic is an important indicator of colony strength, health, and activity. The paper also states a more specific technical goal: to do this without sophisticated devices and with the smallest amount of resources.",Monitoring & Health Assessment
Detection of pollen bearing honey bees in hive entrance images,Detection of pollen bearing honey bees in hive entrance images,https://ieeexplore.ieee.org/document/8345546,"Stojnić, V., Risojević, V., & Pilipović, R.",2018,"Automatic detection of pollen bearing honey bees can provide information important both for pollination monitoring and for assessing health and strength of a beehive. In this paper we analyze some of the methods for detection of pollen bearing honey bees in images obtained at hive entrance. The proposed approach is divided into two parts. In the first part we segment honey bees from images. To this end we analyze two segmentation methods based on color descriptors. Then in the second part we use these segmented regions to classify the bees into two classes with or without pollen. Classification is conducted using SVMs trained on few variations of VLAD-encoded SIFT descriptors. On a dataset of images acquired at the hive entrance, we obtain 0.7971 IoU score for segmentation, and 0.9150 AUC score for classification.",17th International Symposium INFOTEH,image,,honeybees and artificial intelligence,"Naive Bayes, SVM and random forests (RFs)",bee classification,classification
Recognition of Pollen-Bearing Bees from Video Using Convolutional Neural Network,Recognition of Pollen-Bearing Bees from Video Using Convolutional Neural Network,https://ieeexplore.ieee.org/abstract/document/8354145,Rodriguez,2018,"In this paper, the recognition of pollen bearing honey bees from videos of the entrance of the hive is presented. This computer vision task is a key component for the automatic monitoring of honeybees in order to obtain large scale data of their foraging behavior and task specialization. Several approaches are considered for this task, including baseline classifiers, shallow Convolutional Neural Networks, and deeper networks from the literature. The experimental comparison is based on a new dataset of images of honeybees that was manually annotated for the presence of pollen. The proposed approach, based on Convolutional Neural Networks is shown to outperform the other approaches in terms of accuracy. Detailed analysis of the results and the influence of the architectural parameters, such as the impact of dedicated color based data augmentation, provide insights into how to apply the approach to the target application.",IEEE,video,Pass,,"CNN — VGG16, VGG19, ResNet50 
KNN, Naive Bayes, SVM","Research problem:
The paper studies recognition of pollen-bearing honey bees from videos of the hive entrance. It says this is important for automatic monitoring of honeybees, especially to obtain large-scale data about foraging behavior and task specialization, and because manual observation and annotation are very time-consuming and expensive.",Classification
RenderGAN: Generating Realistic Labeled Data,RenderGAN: Generating Realistic Labeled Data,https://www.frontiersin.org/articles/10.3389/frobt.2018.00066/full,"Sixt, L., Wild, B. & Landgraf, T. RenderGAN",2018,"Deep Convolutional Neuronal Networks (DCNNs) are showing remarkable performance
on many computer vision tasks. Due to their large parameter space, they require many
labeled samples when trained in a supervised setting. The costs of annotating data
manually can render the use of DCNNs infeasible. We present a novel framework called
RenderGAN that can generate large amounts of realistic, labeled images by combining
a 3D model and the Generative Adversarial Network framework. In our approach,
image augmentations (e.g., lighting, background, and detail) are learned from unlabeled
data such that the generated images are strikingly realistic while preserving the labels
known from the 3D model. We apply the RenderGAN framework to generate images
of barcode-like markers that are attached to honeybees. Training a DCNN on data
generated by the RenderGAN yields considerably better performance than training it on
various baselines",,Image,,honey bee artificial intelligence,Convolutional Neural Network,Generation of a new framework called RenderGAN to generate labeled images (Identification and tracking),tracking & pose estimation
The Application of Convolutional Neural Network for Pollen Bearing Bee Classification,The Application of Convolutional Neural Network for Pollen Bearing Bee Classification,https://ieeexplore.ieee.org/abstract/document/8592464,Tomyslav Sledevič,2018,"The article presents the classification of images with pollen bearing bees using convolutional neural network (CNN). The aim is to find out a sufficient configurations of CNN required for future implementation on low-cost FPGA. A new dataset with bee images was collected on the entrances to several beehives. The classifications rate was investigated configuring the CNN to 1-3 hidden layers with up to 15 filters in a layer and 15 × 15 down to 3 × 3 filter sizes. The CNN configured to three hidden layers 7-7, 5-5, 3-3 was selected for future application as a trade off between accuracy 94 % and number of required arithmetic operations.",,Image,,cnn-based individual identification and tracking bee,Convolutional Neural Network,Pollen Bearing Bee Classification,classification
"TO BEE OR NOT TO BEE: INVESTIGATING MACHINE LEARNING APPROACHES FOR
BEEHIVE SOUND RECOGNITION","TO BEE OR NOT TO BEE: INVESTIGATING MACHINE LEARNING APPROACHES FOR
BEEHIVE SOUND RECOGNITION",https://arxiv.org/pdf/1811.06016,Nolasco,2018,"In this work, we aim to explore the potential of machine learning methods to the problem of beehive sound recognition. A major
contribution of this work is the creation and release of annotations
for a selection of beehive recordings. By experimenting with both
support vector machines and convolutional neural networks, we explore important aspects to be considered in the development of beehive sound recognition systems using machine learning approaches.",arXiv,audio,Pass,,"SVM, CNN",The paper aims to automatically detect sounds produced by bees and distinguish them from external non-related sounds in recordings captured inside beehives. The paper presents this as a first step toward audio-based beehive monitoring systems,Classification
Tracking All Members of a Honey Bee Colony Over Their Lifetime Using Learned Models of Correspondence,Tracking All Members of a Honey Bee Colony Over Their Lifetime Using Learned Models of Correspondence,https://www.frontiersin.org/articles/10.3389/frobt.2018.00035/full,"Franziska Boenisch, Benjamin Rosemann, Benjamin Wild, David Dormagen, Fernando Wario and Tim Landgraf",2018,"Computational approaches to the analysis of collective behavior in social insects increasingly rely on motion paths as an intermediate data layer from which one can infer individual behaviors or social interactions. Honey bees are a popular model for learning and memory. Previous experience has been shown to affect and modulate future social interactions. So far, no lifetime history observations have been reported for all bees of a colony. In a previous work we introduced a recording setup customized to track up to 4,000 marked bees over several weeks. Due to detection and decoding errors of the bee markers, linking the correct correspondences through time is non-trivial. In this contribution we present an in-depth description of the underlying multi-step algorithm which produces motion paths, and also improves the marker decoding accuracy significantly. The proposed solution employs two classifiers to predict the correspondence of two consecutive detections in the first step, and two tracklets in the second. We automatically tracked ∼2,000 marked honey bees over 10 weeks with inexpensive recording hardware using markers without any error correction bits. We found that the proposed two-step tracking reduced incorrect ID decodings from initially ∼13% to around 2% post-tracking. Alongside this paper, we publish the first trajectory dataset for all bees in a colony, extracted from ∼3 million images covering 3 days. We invite researchers to join the collective scientific effort to investigate this intriguing animal system. All components of our system are open-source.",,Video,,machine learning for honey bee behavior detection,Convolutional Neural Network,Bee tracking and behavior detection,tracking & pose estimation
Automated assay and differential model of western honey bee (Apis mellifera) autogrooming using digital image processing,Automated assay and differential model of western honey bee (Apis mellifera) autogrooming using digital image processing,https://www.sciencedirect.com/science/article/pii/S016816991630850X,Giuffre,2017,"In animals, self-grooming is an important component of their overall hygiene because it reduces the risk of disease and parasites. The European honey bee (Apis mellifera) exhibits hygienic behavior, which refers to the ability of the members of a colony to remove diseased or dead brood from the hive. Individual grooming behavior, however, is when a bee grooms itself to remove parasites. While both behaviors are critical for the mitigation of disease, hygienic behavior is overwhelmingly more studied because, unlike grooming behavior, it has a simple bioassay to measure its phenotype. Here, we develop a novel bioassay to expedite data collection of grooming behavior by testing different honey bee genotypes (stocks). Individual worker bees from different commercial stocks were coated in baking flour, placed in an observation arena, and digitally recorded to automatically measure grooming rates. The videos were analyzed in MATLAB, and an exponential function was fit to the pixel data to calculate individual grooming rates. While bees from the different commercial stocks were not significantly different in their grooming rates, the automation of grooming measurements may facilitate future research and stock selection for this important mechanism of social immunity.",Elsevier,video,Pass,,exponential differential-model,"The paper says that grooming behavior is important for honey bee health, but unlike hygienic behavior, it does not have a simple assay to measure its phenotype. Existing manual observation methods are described as a laborious bottleneck and time-consuming. The authors’ goal is to develop a novel bioassay that automates and accurately quantifies grooming behavior without direct human observation.",Monitoring & Health Assessment
Automated computer-based detection of encounter behaviours in groups of honeybees,Automated computer-based detection of encounter behaviours in groups of honeybees,https://www.nature.com/articles/s41598-017-17863-4,"Christina Blut, Alessandro Crespi, Danielle Mersch, Laurent Keller, Linlin Zhao, Markus Kollmann, Benjamin Schellscheidt, Carsten Fülber & Martin Beye",2017,"Honeybees form societies in which thousands of members integrate their behaviours to act as a single functional unit. We have little knowledge on how the collaborative features are regulated by workers’ activities because we lack methods that enable collection of simultaneous and continuous behavioural information for each worker bee. In this study, we introduce the Bee Behavioral Annotation System (BBAS), which enables the automated detection of bees’ behaviours in small observation hives. Continuous information on position and orientation were obtained by marking worker bees with 2D barcodes in a small observation hive. We computed behavioural and social features from the tracking information to train a behaviour classifier for encounter behaviours (interaction of workers via antennation) using a machine learning-based system. The classifier correctly detected 93% of the encounter behaviours in a group of bees, whereas 13% of the falsely classified behaviours were unrelated to encounter behaviours. The possibility of building accurate classifiers for automatically annotating behaviours may allow for the examination of individual behaviours of worker bees in the social environments of small observation hives. We envisage that BBAS will be a powerful tool for detecting the effects of experimental manipulation of social attributes and sub-lethal effects of pesticides on behaviour.",,image extrated from video,,machine learning method for honeybee,Other,train a classifer for honeybee encounter behaviours,
Automatic detection and decoding of honey bee waggle dances,Automatic detection and decoding of honey bee waggle dances,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0188626&type=printable,Wario,2017,"The waggle dance is one of the most popular examples of animal communication. Forager
bees direct their nestmates to profitable resources via a complex motor display. Essentially,
the dance encodes the polar coordinates to the resource in the field. Unemployed foragers
follow the dancer’s movements and then search for the advertised spots in the field.
Throughout the last decades, biologists have employed different techniques to measure key
characteristics of the waggle dance and decode the information it conveys. Early techniques
involved the use of protractors and stopwatches to measure the dance orientation and duration directly from the observation hive. Recent approaches employ digital video recordings
and manual measurements on screen. However, manual approaches are very time-consuming. Most studies, therefore, regard only small numbers of animals in short periods of
time. We have developed a system capable of automatically detecting, decoding and mapping communication dances in real-time. In this paper, we describe our recording setup, the
image processing steps performed for dance detection and decoding and an algorithm to
map dances to the field. The proposed system performs with a detection accuracy of
90.07%. The decoded waggle orientation has an average error of -2.92˚ (± 7.37˚), well within
the range of human error. To evaluate and exemplify the system’s performance, a group of
bees was trained to an artificial feeder, and all dances in the colony were automatically
detected, decoded and mapped. The system presented here is the first of this kind made
publicly available, including source code and hardware specifications. We hope this will foster quantitative analyses of the honey bee waggle dance.","Public Library of Science San Francisco, CA USA",video,Pass,,"3D CNN (false-positive filter), HAC clustering, RANSAC","The paper addresses the problem that manual waggle-dance decoding from observation hives or digital videos is very time-consuming, so most studies can only analyze small numbers of bees for short periods. The authors therefore aim to build a system that can automatically detect, decode, and map honey bee waggle dances in real time.",Detection
"Honey Bee Dance Modeling in Real-time
using Machine Learning","Honey Bee Dance Modeling in Real-time
using Machine Learning",https://arxiv.org/pdf/1705.07362,Saghafi,2017,"The waggle dance that honeybees perform is an astonishing way of communicating the location of food
source. After over 60 years of its discovery, researchers still use manual labeling by watching hours of dance
videos to detect different transitions between dance components thus extracting information regarding the
distance and direction to the food source. We propose an automated process to monitor and segment different
components of honeybee waggle dance. The process is highly accurate, runs in real-time, and can use shared
information between multiple dances",arXiv,time-series,Pass,,Logistic Regression / ANN / SVM,"Research problem
The paper says that studying honey bee dance patterns still depends on expert labeling of videotapes, and this is time-consuming and error-prone. The stated objective is to develop a fast and reliable system that can automatically segment and label dance patterns in real time.",Classification
